Study_Hours_Per_Week,Attendance_Percentage,Previous_Grades,Family_Income,Dropped_Out
16.3,84.7,75.8,55337.66,0
0.7,57.0,37.5,53572.33,1
0.5,92.7,76.8,41840.8,0
5.9,48.6,46.9,27215.03,1
,94.2,83.6,53599.96,0
12.0,89.6,87.4,64705.66,0
0.0,33.1,46.7,15223.98,1
21.3,93.9,79.8,63004.37,0
21.3,84.5,88.3,40753.37,0
2.4,47.9,28.3,47479.59,1
3.0,57.1,60.5,47482.51,1
7.8,61.5,42.9,28483.01,1
3.6,27.3,31.4,43318.19,1
22.1,,70.9,77784.28,0
15.2,100.0,89.2,70550.68,0
21.0,84.2,81.2,58349.73,0
11.2,83.3,83.4,83779.39,0
0.0,44.5,46.3,59072.12,1
17.0,95.6,77.6,82323.46,0
6.5,46.4,44.5,29515.82,1
23.6,90.9,73.6,42571.62,0
2.2,27.2,32.4,28202.74,1
21.3,81.0,88.2,72928.51,0
23.9,,84.3,55753.06,0
12.4,74.1,91.5,46352.46,0
2.4,30.3,50.0,24892.33,1
22.1,90.4,74.0,35363.93,0
15.8,93.0,95.9,47681.41,0
17.4,87.9,76.7,89746.54,0
21.5,,94.6,55671.2,0
5.4,17.2,45.3,51110.26,1
17.3,89.1,65.9,86116.02,0
24.9,83.6,90.4,84375.02,0
24.2,97.5,93.0,34669.42,0
8.8,38.2,41.6,44753.75,1
25.7,92.8,82.6,73726.4,0
12.5,81.3,80.2,43376.46,0
1.9,54.5,46.6,34548.97,1
,93.1,77.3,68581.44,0
4.0,35.5,29.2,22097.57,1
10.2,99.6,83.9,31990.59,0
19.7,84.3,72.7,45232.06,0
25.3,95.5,77.8,84021.17,0
16.3,97.1,72.9,48723.5,0
4.0,61.5,41.7,13325.83,1
24.6,84.0,84.2,68176.5,0
27.4,84.1,84.5,76716.34,0
18.8,69.1,80.6,52072.53,0
12.9,84.9,95.1,55325.4,0
17.4,79.5,77.8,64106.47,0
16.0,93.3,82.3,98172.85,0
5.5,48.7,30.3,24958.34,1
20.9,99.4,93.3,93140.13,0
22.6,91.1,73.3,110639.02,0
,92.2,83.7,98690.67,0
18.2,98.9,66.7,43346.29,0
3.4,54.6,18.4,16498.03,1
24.8,100.0,78.9,87035.32,0
7.7,98.4,88.2,73600.38,0
20.4,83.9,72.9,106453.68,0
17.1,78.0,91.8,73706.29,0
,,25.5,70855.42,1
13.7,99.0,76.8,39651.19,0
11.1,83.4,94.4,85430.17,0
25.7,83.5,67.2,78838.11,0
15.8,91.7,59.9,73002.93,0
2.9,58.2,48.1,44282.41,1
23.0,85.4,69.4,59578.62,0
5.7,49.1,37.8,39183.07,1
16.3,91.3,72.6,10912.19,0
16.0,77.5,86.5,57220.9,0
18.0,91.6,79.7,95960.14,0
20.1,95.4,78.9,66251.91,0
5.3,39.8,33.2,63261.98,1
13.3,81.9,76.3,89345.99,0
3.1,44.7,44.3,41926.89,1
7.2,,35.7,41786.51,1
18.2,86.6,76.7,45475.9,0
17.5,84.4,77.4,144556.67,0
14.8,82.6,84.3,52374.98,0
21.8,100.0,87.7,78232.97,0
14.1,89.1,88.1,76123.95,0
21.1,96.2,93.1,39611.37,0
5.7,53.0,46.5,38937.11,1
22.9,79.8,62.9,76808.88,0
18.7,68.1,91.6,37703.26,0
16.6,77.1,75.0,55633.02,0
1.0,55.5,52.1,58583.53,1
4.7,46.3,66.0,49849.67,1
26.0,,67.5,50599.59,0
11.6,83.2,86.6,34621.49,0
14.8,80.9,73.8,73912.25,0
22.8,82.9,74.9,90541.58,0
12.7,90.4,75.2,85897.04,0
17.2,90.2,70.5,90471.51,0
21.9,82.1,79.5,75959.32,0
16.1,90.4,77.6,76583.49,0
20.6,88.1,67.2,80210.94,0
17.2,92.2,72.2,45483.61,0
15.0,87.2,79.3,27944.22,0
9.5,,94.5,117805.89,0
2.3,44.7,33.1,44281.1,1
11.1,91.3,66.5,97045.42,0
4.8,33.8,48.4,41503.93,1
23.9,87.0,69.2,91538.72,0
29.1,96.8,79.0,67992.02,0
13.6,,65.7,47548.21,0
14.4,,72.3,65578.36,0
18.9,98.0,86.4,50042.73,0
23.8,81.7,80.3,71843.48,0
8.3,90.7,59.8,92041.66,0
20.5,85.2,84.7,72257.87,0
16.2,92.2,82.8,86354.88,0
21.5,87.3,66.1,67332.15,0
0.0,36.1,50.8,66278.81,1
16.2,100.0,73.5,65262.74,0
7.4,33.2,44.1,18253.77,1
,37.7,53.3,35299.89,1
14.2,86.2,74.0,86658.37,0
17.9,85.3,87.1,73020.71,0
20.7,100.0,87.2,65250.45,0
16.5,85.3,69.6,63356.44,0
22.7,82.8,88.6,89741.38,0
21.9,93.0,76.2,33102.07,0
16.1,83.8,80.4,68185.36,0
14.8,97.9,84.1,71443.97,0
0.0,53.0,29.9,44085.11,1
20.3,72.4,91.3,84499.01,0
5.0,30.9,39.2,26442.25,1
16.7,89.7,66.4,87228.32,0
4.2,48.5,34.5,58465.87,1
11.7,84.4,87.7,71581.87,0
25.6,81.5,78.1,64028.01,0
20.4,90.7,82.0,127222.79,0
12.8,87.4,90.9,53746.11,0
0.4,34.4,37.6,26476.13,1
19.0,97.4,71.5,98522.66,0
18.9,84.0,74.1,62169.87,0
21.2,100.0,63.5,57693.06,0
3.6,48.0,46.2,34121.75,1
1.9,42.2,28.2,34245.01,1
8.0,47.1,31.7,46578.2,1
19.0,81.4,94.9,47951.25,0
19.5,84.5,77.7,90327.14,0
18.7,98.7,56.9,61872.09,0
21.9,85.5,81.9,49479.66,0
15.9,77.4,83.0,42082.03,0
19.6,93.5,81.9,41664.87,0
6.1,37.7,31.7,36674.9,1
9.6,45.5,26.4,25991.65,1
8.3,48.6,39.8,41260.2,1
16.4,86.0,90.1,114926.75,0
9.7,64.1,44.3,44197.62,1
13.9,89.8,81.3,75729.93,0
29.5,86.3,83.5,93838.56,0
12.2,,69.1,74087.63,0
0.0,52.7,44.2,48725.05,1
21.8,87.3,73.1,62598.25,0
17.4,76.7,75.9,85543.77,0
3.4,40.2,30.3,12915.5,1
5.6,39.3,34.2,46717.33,1
2.2,,59.4,23537.28,1
16.5,90.7,77.5,98975.08,0
4.3,35.2,43.0,32447.51,1
4.1,44.5,32.3,37737.08,1
27.1,86.8,76.1,57187.0,0
0.6,32.1,35.9,41130.51,1
15.0,90.0,71.7,75365.82,0
30.4,83.2,75.1,86437.4,0
18.8,100.0,83.3,88902.38,0
15.9,84.1,78.3,66443.78,0
4.5,50.0,36.6,53145.57,1
19.4,95.2,78.5,40606.87,0
6.7,43.3,17.7,50850.99,1
0.0,58.2,45.6,10000.0,1
19.6,80.0,71.5,86117.6,0
20.6,88.4,76.2,42687.46,0
20.2,87.1,68.0,51552.31,0
24.1,87.4,87.8,61851.58,0
20.6,100.0,80.2,83718.01,0
12.6,80.5,84.2,34750.55,0
5.2,52.0,35.2,40534.7,1
15.9,80.8,69.5,75901.41,0
2.8,31.8,25.5,54469.47,1
20.1,75.2,88.2,45695.77,0
18.7,,85.5,88617.23,0
21.1,87.5,85.2,35955.52,0
10.8,90.1,64.6,58164.05,0
0.0,25.4,51.2,39613.17,1
16.9,73.0,78.7,74884.17,0
25.8,96.0,80.7,67189.39,0
18.4,98.6,100.0,85136.72,0
23.0,84.6,74.7,65263.76,0
14.2,72.8,95.3,72417.24,0
18.3,100.0,85.3,83434.22,0
19.3,83.2,99.7,59759.47,0
9.6,92.8,80.7,82975.76,0
0.0,48.6,41.9,38115.01,1
3.9,59.0,47.0,46971.86,1
16.2,90.0,87.3,98854.69,0
15.8,75.3,71.7,85277.81,0
3.0,53.5,39.2,42366.57,1
10.7,91.4,83.8,32757.18,0
17.3,81.1,86.3,29271.78,0
4.6,49.4,28.0,54466.53,1
23.3,74.7,74.2,31359.26,0
15.5,88.7,78.7,71325.5,0
13.0,89.7,76.3,98044.79,0
0.0,35.6,45.8,47701.54,1
3.4,49.3,16.6,11976.19,1
2.0,29.4,28.8,47036.81,1
13.1,,74.0,21416.8,0
27.6,94.0,82.7,66026.38,0
22.6,100.0,82.9,100835.91,0
27.2,77.9,89.4,46525.33,0
14.5,89.1,75.6,99163.85,0
11.2,89.9,73.8,39379.86,0
6.1,48.0,42.0,27190.82,1
17.2,89.0,60.7,77954.9,0
13.1,88.8,67.1,100999.28,0
20.3,83.2,78.5,69076.76,0
0.0,31.7,54.5,49307.25,1
10.5,,73.2,70043.42,0
6.2,28.5,47.9,16791.64,1
25.0,90.6,73.5,74537.37,0
6.9,46.7,43.4,21729.07,1
13.8,100.0,75.2,94678.28,0
18.9,90.6,93.4,47289.4,0
21.3,91.7,100.0,65111.83,0
30.3,81.6,85.9,96961.12,0
20.2,85.0,88.0,80118.31,0
7.1,94.2,66.0,77899.43,0
17.5,76.2,79.4,83347.86,0
0.0,47.1,63.7,53413.61,1
16.2,82.4,90.2,112078.22,0
20.8,85.3,78.4,58353.96,0
24.2,80.1,79.7,68240.28,0
22.0,92.5,83.5,89729.37,0
16.5,80.1,70.7,57598.77,0
10.5,83.9,97.5,68380.32,0
16.0,72.7,81.2,49275.03,0
21.7,96.5,89.2,103826.99,0
22.0,76.1,87.8,47843.73,0
6.4,36.4,47.2,61596.04,1
17.2,98.2,81.8,69818.63,0
23.2,88.6,74.7,51900.33,0
21.8,84.6,61.6,67883.81,0
18.2,92.7,87.6,72884.76,0
14.5,100.0,66.2,73973.56,0
17.4,83.2,86.2,41031.65,0
23.6,,87.1,72251.35,0
7.6,68.3,53.7,67129.95,1
17.2,,69.7,58849.54,0
4.0,38.7,43.1,15789.66,1
5.4,65.5,62.6,50303.1,1
5.3,,37.1,36325.7,1
0.0,43.0,48.0,46984.26,1
0.7,18.3,30.1,36933.96,1
27.6,91.2,57.0,87401.69,0
7.4,53.2,39.6,22986.21,1
15.2,93.5,78.5,61278.94,0
23.1,100.0,86.1,64491.14,0
10.1,100.0,75.0,63751.65,0
1.9,44.3,36.8,41954.09,1
3.5,35.7,31.7,41933.5,1
20.0,74.5,70.7,91562.2,0
20.5,92.9,69.7,56527.07,0
18.2,78.4,78.8,74293.97,0
11.8,73.4,69.5,74008.31,0
24.1,84.0,91.6,35340.54,0
15.5,91.2,78.7,70923.63,0
16.3,100.0,90.0,67513.9,0
20.5,88.1,79.7,82063.32,0
11.4,60.1,49.2,38440.16,1
14.6,80.2,74.0,83911.47,0
23.6,100.0,92.8,20209.26,0
5.2,59.3,56.0,35878.49,1
12.7,88.0,84.6,81663.25,0
11.9,87.0,66.3,118426.84,0
21.8,100.0,77.7,83860.22,0
6.4,33.5,41.2,61416.55,1
23.7,96.3,79.2,35440.04,0
8.8,74.3,42.0,60040.3,1
2.3,45.2,32.5,40965.46,1
21.3,,81.8,101161.98,0
1.0,27.1,45.7,13758.05,1
17.7,96.2,80.7,88404.31,0
24.2,,90.8,65420.43,0
15.2,99.1,94.3,70768.44,0
4.2,50.3,55.4,35272.61,1
7.8,,96.5,40669.77,0
6.6,49.4,33.5,57919.9,1
18.0,72.5,79.6,63453.0,0
3.9,47.9,44.2,18659.41,1
3.7,60.4,31.8,38600.88,1
18.3,92.4,79.9,45098.63,0
15.9,90.2,100.0,62569.17,0
14.0,81.5,91.1,105048.58,0
,34.8,47.9,31357.15,1
3.8,29.1,45.3,25237.41,1
21.7,83.9,73.3,37210.24,0
11.8,74.2,72.0,51271.38,0
22.4,93.7,74.9,74979.13,0
14.9,92.7,90.0,74587.84,0
18.0,94.6,78.3,81161.3,0
6.3,46.8,39.6,42309.43,1
2.6,,36.0,47301.58,1
18.9,82.1,89.4,20714.56,0
18.1,81.5,88.4,50231.21,0
19.2,97.3,70.1,78250.07,0
3.5,46.6,40.1,31508.59,1
18.6,91.5,90.5,51073.44,0
21.1,,82.5,91556.46,0
19.5,100.0,88.4,43525.3,0
20.1,80.1,79.3,93806.95,0
0.0,59.3,63.8,40109.27,1
,89.7,81.2,78605.19,0
16.1,89.6,79.6,56555.41,0
8.1,86.9,69.2,65529.84,0
5.6,42.3,38.8,46102.09,1
19.5,95.1,79.3,40393.42,0
1.4,52.9,39.5,53181.59,1
15.6,83.8,78.2,78954.03,0
5.3,55.1,30.3,41185.55,1
14.2,88.4,80.2,103481.76,0
9.6,82.4,73.4,53150.52,0
1.8,22.1,37.2,43305.94,1
20.9,97.7,76.6,36855.84,0
,59.3,51.6,64221.59,1
22.3,88.2,89.7,57564.57,0
17.1,70.7,88.4,78795.56,0
20.1,100.0,95.1,73702.52,0
12.1,78.7,84.7,86659.92,0
0.0,38.5,7.5,56214.49,1
19.8,90.3,83.0,78200.01,0
22.9,76.0,95.2,82020.27,0
20.7,96.8,69.5,91692.36,0
18.8,89.6,67.0,55175.09,0
20.4,83.8,99.5,69388.54,0
11.7,84.6,70.7,111445.55,0
19.3,99.5,77.6,96964.6,0
28.9,90.0,81.6,88060.44,0
16.9,80.4,81.1,65981.63,0
16.6,94.5,82.6,61571.36,0
16.4,84.3,78.0,56608.17,0
0.0,49.4,45.0,55162.42,1
4.7,33.7,30.2,24785.24,1
26.9,78.2,82.2,90317.52,0
11.8,,83.6,51522.06,0
1.2,55.5,40.1,51281.99,1
26.2,,100.0,38581.74,0
16.5,92.8,80.2,49782.44,0
16.6,81.2,77.9,68049.32,0
10.4,83.1,68.1,87891.71,0
18.2,90.3,72.7,72065.37,0
12.8,85.3,100.0,64672.86,0
2.4,55.7,36.0,49762.28,1
20.6,,100.0,63891.18,0
4.6,,41.3,10000.0,1
9.1,97.5,79.6,63286.47,0
1.6,35.7,30.8,41333.67,1
21.2,80.6,62.0,115839.19,0
7.0,,75.0,66500.65,0
12.3,93.0,95.2,74141.31,0
12.5,97.7,78.0,75826.21,0
21.8,84.4,100.0,67228.36,0
,88.8,78.4,70512.12,0
24.1,87.6,70.8,87755.13,0
9.3,40.2,47.2,65870.5,1
3.6,49.6,47.7,53779.26,1
18.8,94.3,71.0,85819.49,0
11.4,81.8,65.0,97766.44,0
22.3,81.2,64.5,84341.2,0
22.1,83.0,77.5,69868.35,0
26.8,90.7,75.0,73163.67,0
19.7,90.5,91.2,47856.01,0
22.5,96.5,87.0,82672.76,0
0.4,56.7,31.8,59534.6,1
3.2,19.7,22.6,50876.45,1
22.8,95.6,85.0,102534.42,0
27.3,97.7,68.8,63906.98,0
23.7,,89.1,57090.46,0
20.7,71.5,87.3,85736.84,0
19.4,85.6,73.5,90297.95,0
4.7,27.0,45.5,60989.07,1
3.2,41.4,17.5,27469.57,1
14.5,91.6,87.6,72143.74,0
17.9,83.1,84.9,93917.18,0
0.3,49.7,42.6,44333.43,1
0.0,42.1,44.0,48483.94,1
27.9,77.7,87.1,77841.11,0
23.1,79.5,77.3,118096.1,0
14.4,94.7,84.3,70150.63,0
4.8,50.8,37.6,34468.49,1
22.8,73.5,86.0,39256.89,0
18.2,79.2,62.1,72429.66,0
1.3,44.5,38.7,60488.06,1
21.0,87.8,77.6,46181.95,0
4.9,42.1,26.2,49841.12,1
22.6,80.8,91.2,81027.21,0
22.6,92.2,66.3,70507.89,0
13.7,80.8,71.3,78362.13,0
12.2,85.9,79.3,88941.15,0
17.8,94.3,83.9,96459.61,0
13.8,,64.3,80708.52,0
19.0,79.7,77.2,53661.89,0
21.1,89.7,63.6,94681.73,0
5.8,59.4,49.2,56695.22,1
13.9,77.4,73.5,75733.15,0
23.6,91.3,80.2,57766.85,0
15.4,77.8,87.4,77671.96,0
4.7,45.4,30.9,46775.56,1
0.5,43.9,48.1,46647.4,1
17.3,95.9,69.8,106166.02,0
12.4,86.1,87.9,82141.53,0
19.8,85.3,83.8,65000.29,0
3.0,52.5,32.3,59902.4,1
14.7,77.1,94.0,10000.0,0
26.5,95.8,73.1,31083.76,0
15.0,,76.0,77177.59,0
1.8,20.1,33.8,30809.47,1
18.5,86.6,78.6,86604.19,0
23.4,63.6,71.2,94853.49,0
26.9,81.9,81.7,98768.78,0
5.0,50.9,41.5,54844.07,1
23.7,88.8,75.6,30379.06,0
7.2,48.7,49.0,44062.23,1
15.8,96.5,73.5,51699.87,0
17.5,99.3,88.6,73354.13,0
1.5,30.8,46.6,28936.59,1
5.0,45.2,35.8,21638.36,1
18.0,86.3,93.2,67749.7,0
3.6,44.2,45.8,12139.2,1
5.5,62.0,33.0,28701.4,1
19.5,83.3,89.0,40130.46,0
14.5,98.8,74.7,101163.33,0
33.8,81.6,81.3,62188.54,0
16.1,90.1,74.8,72025.72,0
8.6,54.0,34.2,49848.94,1
10.4,93.8,76.5,74892.69,0
18.0,74.4,74.5,74960.11,0
10.5,,76.4,79229.19,0
12.7,99.3,87.9,71263.46,0
16.5,100.0,80.6,44540.82,0
7.2,94.3,91.3,47244.11,0
4.1,33.9,41.0,44610.46,1
20.0,97.2,80.3,77207.69,0
3.5,42.9,34.8,52822.48,1
,32.7,48.4,51447.46,1
8.1,96.7,69.4,39439.19,0
5.2,32.1,49.1,20482.24,1
16.8,96.2,78.0,77982.54,0
4.3,53.4,43.1,56981.03,1
17.5,91.5,85.1,80481.75,0
18.8,93.9,81.6,88808.0,0
19.2,68.1,81.4,28447.1,0
12.4,,86.6,71353.43,0
9.7,90.6,73.3,57326.1,0
17.3,86.4,161.56240906700725,107581.01,0
10.5,94.6,83.5,64991.86,0
26.5,98.1,92.6,64502.49,0
20.9,78.7,84.7,54166.67,0
10.5,84.1,95.0,71739.07,0
15.6,75.1,75.6,62637.01,0
24.6,100.0,81.4,55801.72,0
1.2,45.1,27.5,45629.32,1
20.6,92.3,82.2,82666.77,0
20.7,82.6,80.0,54986.87,0
2.5,36.5,41.0,55787.54,1
16.9,88.7,71.3,67282.67,0
15.1,89.9,92.0,98810.11,0
14.1,82.4,93.3,74145.27,0
13.6,81.4,86.5,75636.65,0
23.2,,84.6,67416.03,0
16.5,,79.5,101387.32,0
14.7,,94.4,74864.15,0
3.0,26.3,33.6,43588.96,1
2.9,,41.8,40563.41,1
24.7,85.6,90.9,29926.32,0
18.6,84.3,67.7,82904.9,0
13.3,81.3,87.9,105806.18,0
5.4,21.6,33.7,29876.87,1
0.0,49.6,43.7,37714.94,1
3.1,,39.9,50600.64,1
17.4,85.9,82.5,77810.23,0
1.5,43.8,40.6,58191.64,1
22.4,95.9,80.1,54994.3,0
28.4,93.8,76.4,80798.84,0
16.3,88.8,91.7,60245.44,0
20.4,,83.0,70449.82,0
2.5,36.8,37.7,32675.3,1
17.9,,84.7,76916.3,0
24.1,,78.5,78759.27,0
19.0,85.2,72.1,68230.33,0
21.2,96.7,86.5,97754.21,0
1.9,58.5,42.2,53573.8,1
18.7,82.8,78.8,96508.24,0
5.1,43.6,53.0,24023.1,1
18.5,95.8,80.2,93423.39,0
6.1,56.1,42.7,34541.57,1
0.0,31.8,40.2,20270.22,1
2.5,52.7,31.4,53039.94,1
18.5,96.4,96.1,74821.6,0
6.3,,45.7,32309.04,1
2.5,47.5,33.9,61397.46,1
22.7,,82.1,90833.3,0
16.7,90.2,77.0,99680.33,0
22.0,76.1,79.4,85186.09,0
1.1,40.7,38.1,43831.04,1
17.2,81.8,79.7,81038.2,0
12.8,93.6,62.1,88576.63,0
3.1,12.6,53.4,18413.16,1
6.4,25.8,63.4,21950.97,1
17.9,85.9,74.6,74005.73,0
19.7,81.3,73.4,86216.96,0
16.0,80.2,90.4,66397.47,0
20.7,79.9,81.7,85915.53,0
5.1,40.2,30.2,37800.89,1
4.1,53.4,37.5,30837.39,1
22.2,86.9,77.0,75944.33,0
15.9,96.9,74.7,45934.26,0
0.7,44.2,42.7,43582.36,1
10.6,96.4,64.5,57619.43,0
3.6,45.7,31.7,29768.28,1
6.1,37.3,44.7,38504.12,1
4.8,52.6,52.6,36966.32,1
2.3,26.9,37.9,37351.75,1
17.4,84.7,86.5,47697.93,0
21.4,90.8,73.8,82151.55,0
17.4,86.3,59.4,89421.53,0
15.3,100.0,95.6,83389.4,0
18.6,94.3,82.5,43523.81,0
1.2,50.1,25.7,42370.71,1
19.4,83.6,79.5,61131.01,0
13.7,93.2,71.4,59837.11,0
6.0,80.2,74.6,76829.51,0
15.1,75.6,76.5,37514.47,0
3.0,54.6,25.3,41883.23,1
28.2,84.9,83.8,84524.17,0
14.6,92.6,78.7,77048.83,0
11.1,96.3,79.0,61423.83,0
6.1,51.8,43.6,42037.4,1
18.3,84.3,79.2,59409.45,0
2.8,29.2,28.1,10516.77,1
3.3,43.6,48.6,53863.22,1
8.0,44.7,28.5,59007.53,1
20.3,88.5,73.9,79544.78,0
20.8,92.2,74.7,52679.13,0
11.5,92.9,87.6,109138.08,0
6.2,35.9,46.0,41248.2,1
14.4,84.8,80.7,54465.97,0
,20.1,52.0,55271.97,1
20.1,100.0,100.0,53480.47,0
3.4,35.9,44.7,26327.9,1
23.6,89.2,100.0,57777.9,0
,96.9,77.0,76910.35,0
7.1,50.5,23.1,60182.33,1
24.0,83.4,100.0,76965.49,0
17.0,100.0,78.2,50147.7,0
24.9,88.0,76.3,60943.51,0
3.4,58.2,32.8,10418.32,1
15.4,91.9,67.1,49883.63,0
23.4,87.9,85.1,67819.35,0
22.1,81.2,76.1,59332.68,0
10.3,98.3,81.7,40562.52,0
19.2,76.4,72.5,47087.72,0
13.1,98.3,73.6,48486.65,0
20.1,82.7,85.6,113418.75,0
10.1,43.3,36.6,36001.47,1
15.9,83.0,71.5,83166.64,0
25.5,90.3,88.8,31734.56,0
17.8,81.7,86.8,111552.35,0
3.8,47.0,40.0,50131.35,1
12.6,89.2,76.8,107717.83,0
10.6,75.6,79.3,43966.19,0
1.0,51.7,40.1,40887.61,1
17.2,93.0,88.9,106462.78,0
6.6,40.6,48.7,20061.53,1
17.7,90.0,83.1,61755.87,0
21.9,84.5,66.7,73253.46,0
24.0,80.8,81.1,72687.41,0
6.3,,82.3,56058.1,0
17.6,89.8,100.0,60507.1,0
24.3,91.8,83.1,44751.34,0
22.6,100.0,95.3,74397.93,0
18.4,78.5,77.8,110908.8,0
,100.0,78.5,72195.15,0
5.5,32.1,40.9,42176.53,1
3.2,51.0,25.5,55826.92,1
30.4,96.4,64.0,63924.29,0
19.5,94.6,70.2,90680.23,0
5.7,28.6,47.2,32717.05,1
0.7,33.5,45.1,32882.86,1
15.5,100.0,94.5,74030.11,0
0.0,59.4,52.7,49175.04,1
4.9,85.1,79.3,39233.29,0
15.0,80.8,78.2,82507.76,0
21.0,97.8,67.8,77059.57,0
0.0,30.8,33.3,22746.58,1
1.9,57.3,42.6,29221.79,1
16.2,,77.2,80890.37,0
24.4,84.9,100.0,67793.28,0
17.6,99.3,94.5,78153.05,0
13.9,88.6,94.1,64126.2,0
19.4,80.1,71.6,55588.08,0
20.5,92.3,86.2,101303.32,0
7.6,57.5,35.7,46097.57,1
18.2,81.4,74.3,98592.22,0
20.4,100.0,86.4,130053.05,0
5.3,42.3,31.7,25456.92,1
4.4,44.4,45.7,20501.73,1
21.8,89.6,88.0,76420.42,0
11.2,50.0,27.5,48805.29,1
5.5,43.0,50.8,55368.52,1
19.0,94.2,84.0,84496.51,0
3.1,83.9,43.7,33545.28,1
0.0,65.1,43.6,56735.6,1
0.0,42.4,58.7,26078.02,1
4.6,43.2,53.1,18786.2,1
22.1,85.5,63.9,32560.1,0
6.1,47.1,36.7,40453.67,1
19.4,81.8,68.7,61888.44,0
15.6,98.6,73.2,39598.66,0
18.3,74.9,91.6,54953.15,0
23.5,97.9,87.3,38544.34,0
14.2,82.8,73.7,105705.2,0
14.3,86.6,75.3,57980.85,0
17.7,76.0,82.5,57625.44,0
12.5,79.0,79.5,71867.93,0
19.6,79.8,63.2,64783.68,0
13.4,98.2,83.1,73786.02,0
11.1,89.0,72.0,44968.94,0
0.4,34.4,32.8,56367.08,1
6.1,53.4,41.7,33459.42,1
19.0,78.7,90.1,61111.4,0
17.5,84.3,77.2,101920.82,0
15.1,79.4,85.4,68516.68,0
17.2,85.6,91.0,68074.47,0
18.3,82.4,53.6,50105.32,0
3.9,46.9,35.6,23051.2,1
2.4,60.5,34.1,17862.19,1
14.7,87.5,75.4,67275.63,0
1.6,32.1,41.9,55139.91,1
4.2,46.9,68.4,70373.18,1
5.1,33.6,21.8,29322.16,1
,77.3,98.8,76492.96,0
25.8,98.8,88.9,48212.22,0
15.5,97.1,76.2,36323.0,0
6.1,28.7,40.9,50105.19,1
5.9,35.2,48.5,34983.36,1
12.6,95.7,78.5,60994.67,0
7.9,44.8,62.2,41859.86,1
6.2,50.9,38.4,29119.79,1
4.9,42.7,54.9,40999.6,1
,46.9,51.7,47582.79,1
21.8,77.3,71.9,76488.27,0
2.5,49.6,17.9,54098.99,1
21.8,100.0,84.6,89229.87,0
15.7,89.9,94.5,79554.32,0
13.6,,78.6,65432.69,0
23.4,95.0,100.0,73061.65,0
22.3,92.6,76.3,112300.1,0
4.6,35.3,55.4,46850.46,1
13.2,79.3,73.6,56106.64,0
21.4,88.9,78.2,67065.11,0
15.6,88.4,77.7,60374.36,0
21.3,80.3,75.6,58958.62,0
0.0,42.5,49.0,47370.28,1
0.0,30.0,41.0,33553.8,1
9.5,96.2,81.1,23314.38,0
5.5,50.4,40.0,41191.68,1
2.2,60.5,29.2,46035.18,1
5.9,59.0,38.4,21702.78,1
18.7,85.8,89.0,57068.4,0
14.3,78.6,88.7,50017.08,0
23.7,84.6,93.6,60599.72,0
5.0,36.1,32.5,30154.11,1
2.5,48.5,41.1,52816.1,1
11.5,80.3,84.6,61101.39,0
16.9,84.9,76.0,90845.87,0
14.1,86.4,88.0,62796.47,0
19.2,92.5,90.4,87022.17,0
9.2,89.5,89.0,43107.96,0
15.8,82.9,78.8,103360.57,0
3.6,26.2,34.2,36880.57,1
17.2,86.1,78.3,98022.64,0
19.5,86.4,71.7,30927.69,0
25.9,98.3,74.3,32399.85,0
14.0,87.9,82.8,106458.45,0
15.7,95.5,83.0,94900.18,0
23.7,87.6,89.3,82536.86,0
18.7,90.6,67.8,68023.25,0
2.0,55.5,35.0,55294.55,1
25.6,91.7,63.4,59139.62,0
17.6,87.7,86.4,68521.85,0
16.5,90.7,93.4,38157.35,0
14.2,79.5,98.9,85186.82,0
1.6,49.0,51.3,24814.3,1
,75.8,80.2,87139.71,0
18.7,98.2,95.5,47987.55,0
12.3,89.2,95.2,46379.31,0
4.2,41.9,55.4,20838.92,1
19.5,84.5,75.1,68398.13,0
10.3,88.7,85.3,44103.9,0
19.8,87.4,81.6,61521.72,0
18.1,82.5,93.7,80287.28,0
11.9,82.3,77.5,48792.16,0
16.8,96.6,80.4,64389.53,0
6.8,54.9,36.0,52252.67,1
0.0,63.4,49.4,37147.15,1
18.5,100.0,67.6,65065.08,0
4.4,40.3,52.6,51368.09,1
8.0,40.6,39.9,14425.77,1
9.9,91.2,84.5,39611.62,0
4.5,39.3,45.1,71802.15,1
16.8,93.5,79.9,60967.33,0
22.6,86.4,81.7,93639.93,0
9.0,83.6,76.3,51530.59,0
13.4,95.8,83.9,34793.39,0
16.1,99.2,71.8,71847.33,0
11.7,78.2,82.6,36696.86,0
3.1,,27.8,28104.8,1
17.6,93.6,67.3,74918.01,0
11.8,93.5,77.7,85950.4,0
9.8,37.4,36.7,52858.85,1
15.0,100.0,100.0,64994.31,0
,34.3,40.8,17387.05,1
5.3,63.3,45.8,37507.74,1
20.8,77.3,77.2,81817.83,0
13.6,83.2,66.1,102824.14,0
20.8,88.4,69.0,111219.43,0
3.1,49.5,35.6,47800.7,1
19.9,85.7,66.3,109447.63,0
14.7,90.0,63.3,54950.08,0
18.0,88.9,76.4,58246.28,0
10.7,92.3,85.9,82327.42,0
18.1,87.8,78.2,90817.44,0
20.8,94.5,92.3,48346.61,0
19.3,75.5,75.8,96256.51,0
1.1,51.1,52.6,61539.84,1
14.3,89.3,85.5,78892.04,0
12.2,85.6,68.9,37517.99,0
11.4,86.8,82.8,97220.95,0
16.4,100.0,85.3,80040.91,0
